Actual AQI,AQI predicted
227.0,213.8417800424137
236.0,228.43902527152915
326.0,383.0472935314252
395.0,469.18563839136993
507.0,457.4171977364882
423.0,430.4700396714603
315.0,270.8290060530147
213.0,241.13429907067552
263.0,288.1518505502419
355.0,298.89444488869356
362.0,277.56711661444194
236.0,234.17573397386727
192.0,240.0536419959216
230.0,229.60267838263724
278.0,346.2764440045879
390.0,417.941020872231
509.0,561.3399169369692
472.0,876.3543247477128
457.0,574.768360174615
721.0,585.8610555786017
420.0,486.67181104205986
417.0,436.12592591897373
390.0,366.82262340357727
361.0,395.70754597682856
105.0,414.7139293363083
319.0,500.4813016000197
146.0,416.7230322928831
80.0,406.9338390018121
102.0,424.85247624635974
459.0,2133.1532166534835
1426.0,1378.1267341609837
1348.0,1050.741378337525
1073.0,984.616869865415
952.0,813.1944802321276
550.0,507.68138662384456
538.0,475.3932186976939
498.0,508.2309184126101
517.0,655.6584364615817
901.0,725.8092500328083
929.0,998.833675405328
850.0,730.8449689836841
669.0,817.5732413868492
1141.0,872.0257922077712
707.0,823.5181388466453
1577.0,1400.8304076569145
1747.0,1784.6333266611168
1065.0,834.3870575818156
195.0,313.08355200760457
291.0,417.93895899738004
313.0,412.28331547731307
333.0,381.85409552866906
338.0,356.75994441129194
371.0,473.6985483578927
463.0,449.4579779187277
419.0,537.8817378982312
700.0,820.3924589898189
1043.0,742.4930938096365
1029.0,926.4363534421185
1041.0,1064.8289789698506
1430.0,927.6691589450246
765.0,434.7189347175432
599.0,724.0788343406733
764.0,603.4726776002418
330.0,329.17758766690326
205.0,280.4457332391079
164.0,293.6708905149852
187.0,269.8996862994203
149.0,210.7769584598678
215.0,263.95518453599504
284.0,272.6189814799615
167.0,336.93224896837046
337.0,511.67936888201666
696.0,577.5724764460527
295.0,379.2403416899065
565.0,480.1572535276687
400.0,384.2447378378232
250.0,353.3783462204418
232.0,321.6742992043953
174.0,302.06963196328945
198.0,311.94228720534045
340.0,438.040869003455
355.0,326.89650018655175
246.0,345.0374836821795
216.0,308.03493583175464
306.0,551.8814397701565
650.0,525.1671883003297
515.0,595.4354440009122
529.0,397.48463140015815
404.0,556.5944607169752
773.0,783.0530876534252
763.0,618.9545559139261
474.0,439.02934742606976
343.0,356.8396134476013
278.0,351.00682696730905
256.0,364.54734094376954
300.0,371.4947931713523
532.0,475.8232750755367
534.0,551.9104059606927
738.0,626.9855312607417
622.0,531.1353934901873
517.0,366.91805807288756
216.0,300.36664851867147
316.0,447.2075275088033
586.0,770.5108910301207
898.0,643.799188732616
421.0,509.33560121286087
542.0,530.6045918593686
610.0,423.3676330501322
716.0,788.0160437041168
804.0,621.0528830456958
656.0,585.5737264878765
1201.0,1032.0551099317388
595.0,705.9927284154265
384.0,421.24217598025643
332.0,540.2153167576142
1155.0,867.1697408988979
1355.0,1346.979825647047
1367.0,891.3512023541622
795.0,505.332748215715
430.0,729.0058528947911
1153.0,1056.6708612387306
1414.0,1305.1891624407813
1042.0,835.3520619338609
1613.0,1515.5958343734617
433.0,458.1632410341281
692.0,1149.3932192822087
620.0,1132.4656768272098
617.0,887.1898099430332
590.0,603.4962620666848
856.0,631.0028075884327
587.0,790.8841066672593
1423.0,1536.1062949379018
1917.0,1799.623124114571
471.0,527.3934608395631
488.0,604.4972261122608
471.0,363.3487993434694
172.0,277.72153062216057
390.0,573.317257441569
802.0,710.4911912321975
1035.0,840.6235453440041
1477.0,1686.493320383455
2049.0,1914.8084834059398
1314.0,1157.4303584083025
1215.0,1055.65667733381
1483.0,1316.9068648352604
1526.0,1851.7488071478997
460.0,582.265567300887
700.0,653.4857154141099
831.0,489.72702711284785
291.0,373.1608374824674
132.0,337.0818777495641
212.0,376.7834283501917
717.0,448.6412334796271
525.0,438.99753554685674
777.0,784.1057938948967
807.0,337.6779942776857
520.0,792.9500758555142
1171.0,756.3663310991043
1332.0,875.8769974693075
1260.0,657.380340843596
708.0,845.4971264675867
1108.0,1036.3958615980164
761.0,417.48625283988076
541.0,620.3211909130529
1274.0,1092.5632608087647
1241.0,919.4476035117518
1210.0,820.357018224922
301.0,423.7155492118519
549.0,481.41888229530184
414.0,409.7761298776984
484.0,334.15403263691644
577.0,614.0250098309945
862.0,714.9912536806271
889.0,646.3006362198563
1001.0,814.0689238806305
1156.0,1116.8073077422994
691.0,491.52324496745223
308.0,1030.1228697760916
965.0,932.1295410782415
1434.0,489.31732951180754
579.0,774.7339287880735
1034.0,554.4109586809061
498.0,375.3396011082905
265.0,436.7125437579723
740.0,648.7017575849219
856.0,295.391598276032
304.0,416.2312209307479
657.0,517.9225871398966
403.0,443.26233446884146
596.0,621.3382790569555
392.0,433.056219679165
414.0,411.726887731313
442.0,493.42444037640996
438.0,457.9095646663684
561.0,419.22543180198375
660.0,473.00984169440187
616.0,495.31309363865944
855.0,686.2223580540482
633.0,331.4490883866695
274.0,275.91168205033864
210.0,158.40632024972984
478.0,415.1084126095046
465.0,437.6241188827986
836.0,687.8374684402819
1235.0,685.3162084618015
525.0,294.04011809498047
525.0,462.32583608998493
650.0,321.86121055966976
219.0,198.77075533907077
328.0,338.04943112045896
351.0,331.6863089794855
286.0,260.907369540372
337.0,341.8091386814623
249.0,222.63381006111652
376.0,336.4714049582942
415.0,357.9729437887379
228.0,225.01772703777738
266.0,256.37110708701704
257.0,266.547403116038
409.0,448.7042130851054
524.0,320.72036254648117
222.0,245.93151398789894
332.0,326.3781815181271
272.0,273.14517231135744
232.0,228.40833729146556
247.0,279.06793575332495
254.0,233.6612173300828
236.0,267.9748397950609
273.0,309.2013340856647
273.0,302.9780735617163
256.0,232.87437566206094
217.0,223.13143217796517
291.0,257.25965628149044
314.0,260.348073027339
355.0,370.28205155039916
587.0,456.58269943864116
535.0,320.0574100212307
366.0,389.73722921685953
404.0,517.0269184985398
355.0,395.514082931742
338.0,362.48753552074743
351.0,337.1101377553175
280.0,255.00773273085014
297.0,286.49155909893364
319.0,281.9612236901926
247.0,273.62566000282885
321.0,293.3453225964721
319.0,326.80196709263157
345.0,408.51811520773197
492.0,443.3158240151346
491.0,566.0266309481689
503.0,593.1547244585416
523.0,650.7629733092714
539.0,622.4528052487851
492.0,549.7155343690658
513.0,591.1616180069323
497.0,580.7872314422191
433.0,451.14942778357647
484.0,531.433544911876
471.0,502.8715802848442
502.0,558.5253886278724
495.0,533.8712118348195
486.0,863.211374545363
524.0,632.6720711042594
556.0,568.3765438610064
508.0,525.0279395577227
413.0,416.7145546073542
421.0,464.9122172413777
400.0,377.33198587270533
361.0,334.43538986322926
385.0,339.92392302894984
428.0,384.3266944288233
440.0,746.7974064885145
510.0,496.84122341357613
513.0,457.6384263964708
365.0,358.3549835100788
336.0,343.94929471719865
377.0,361.81564148969767
442.0,432.67443792245433
421.0,535.2646350609205
428.0,506.3923878380782
472.0,454.1217227040647
478.0,462.2958176731238
422.0,331.8449204130792
347.0,301.4976834576811
461.0,441.3601073044441
447.0,391.7264071261369
486.0,463.09501477377216
510.0,439.6837433511686
576.0,506.8007483717098
485.0,403.34370512713724
488.0,506.3461511585989
613.0,608.9789162312752
577.0,566.7435798898468
474.0,449.1133186269742
458.0,439.9511191763702
428.0,376.8928063428574
429.0,425.6648995317531
461.0,450.4406270850434
450.0,484.4611394595528
453.0,518.9900414523663
459.0,498.2330498874402
468.0,483.00700553285776
424.0,440.94210958435815
366.0,394.26636309619573
465.0,543.3535603627024
434.0,440.98413598345314
470.0,459.6330751809463
455.0,393.5210436676273
489.0,417.0638574956929
431.0,337.71183243268445
402.0,372.01604304434954
469.0,440.3839895127062
476.0,479.27287096329553
459.0,436.3674126272724
342.0,269.19350006050456
311.0,311.1795676786585
467.0,492.97807095788926
429.0,561.1727053426758
490.0,494.24341494237297
445.0,565.5050025380901
499.0,545.4844939212854
482.0,563.8801256643598
527.0,565.2765865972588
556.0,569.3077037095319
482.0,496.84173121574497
597.0,504.56119040051533
491.0,474.85852663387107
460.0,452.6385547365285
510.0,499.11834361857245
623.0,607.0487161429218
577.0,560.0579320748792
440.0,490.0399440740166
520.0,435.8185245251186
518.0,395.6269509162754
524.0,520.3414444504194
576.0,631.140735655666
688.0,651.3606778721147
521.0,496.2712862768183
447.0,411.881511764828
477.0,457.9114540873188
481.0,479.4370521394869
500.0,514.2802562170264
530.0,504.9640764930183
696.0,530.608378758667
580.0,481.38882376437505
546.0,397.5027616938012
631.0,562.3245226590608
876.0,381.09236251406367
493.0,397.4730059105832
410.0,354.4383378090005
398.0,390.51301910779944
457.0,421.3923113256791
428.0,437.05687046576213
413.0,383.4836032928072
680.0,616.0663901799663
787.0,662.3462921526597
862.0,653.4502214213678
951.0,861.4477582933811
712.0,482.9022552213771
483.0,445.96399985894504
379.0,381.07465313045054
214.0,239.69678365207722
508.0,572.6752102719374
713.0,588.6937940463381
688.0,709.3788565716077
844.0,736.4183251938255
786.0,802.6221108528479
664.0,675.6146729166879
914.0,758.7237933197237
536.0,521.7368789341848
403.0,519.4426149324141
427.0,531.4534146421921
685.0,660.9366134077704
558.0,620.8816907880897
487.0,577.0278136068271
453.0,484.8443923553656
559.0,588.1786191930998
1291.0,1291.700705714144
1350.0,1503.7126734212031
1561.0,1185.5993858232846
906.0,655.4325717784078
824.0,876.1918490734711
578.0,556.2240372690995
161.0,1199.2458014155782
849.0,606.3971059728946
574.0,419.04165932484557
509.0,529.6300810527961
556.0,472.938314871603
669.0,731.8163595042568
1217.0,781.2862775038288
1033.0,1013.1282702787731
625.0,693.8679053843346
803.0,732.899816115266
741.0,701.0547292861119
776.0,969.1766788037352
1630.0,1426.336936329404
1160.0,1096.67980674046
1056.0,677.3003845306557
1256.0,1016.8009325731848
1154.0,1118.2321015809482
1548.0,1197.0749585032809
820.0,814.2020400148782
688.0,581.6975801426879
595.0,687.5326316915558
1354.0,993.8166212928302
1672.0,1478.749879668455
1472.0,1262.8694031631076
1295.0,1204.9583552601218
1646.0,1481.3776180295977
1329.0,860.3089508496632
530.0,635.7545219824631
798.0,607.3880518243734
689.0,500.79941778912746
413.0,405.9334148043972
415.0,331.15734804654744
228.0,293.8921565251427
392.0,566.6573844142151
657.0,536.1237064544595
657.0,692.632329029879
702.0,534.9473833886234
488.0,490.80386548481033
605.0,555.000693612055
687.0,528.0701292971372
714.0,687.0310162931318
667.0,577.0412394429715
423.0,322.04689257012683
417.0,552.9731202997245
1158.0,879.9002508707229
938.0,970.9471287859164
920.0,685.4262902468388
336.0,377.57868510519654
275.0,250.55679481791597
191.0,231.56821269227706
172.0,221.89560931300844
198.0,249.88680836918618
381.0,681.6198967971898
800.0,799.4104715822039
967.0,894.3711374752979
978.0,748.1393363965276
1558.0,1266.57416893582
1300.0,753.6143376045552
355.0,338.4106821229699
370.0,370.33892778280995
448.0,490.8415129117982
1084.0,1177.0989477903704
1319.0,935.8161070715773
379.0,390.9376038487874
396.0,397.6481586492647
744.0,1008.2239379759674
1474.0,980.9027852501442
1246.0,955.1583942771346
1719.0,1594.2821058224174
1264.0,896.7700106482689
1127.0,1001.6462124823385
908.0,659.2536476976493
236.0,293.97790607036006
313.0,384.8114075200166
471.0,524.4586501847198
661.0,577.3514516950211
711.0,693.5015228986967
854.0,791.5346726330038
1258.0,966.8494980794055
407.0,289.9802902207143
172.0,246.19616207023037
116.0,1469.2661271002355
1302.0,1337.607385813022
1275.0,791.0971889263876
527.0,562.1827069676424
839.0,791.1337266878285
1537.0,1197.0827745379129
547.0,478.1727376815909
716.0,683.4673272324967
464.0,438.38205622589487
302.0,299.4220158957463
260.0,342.7433510794996
430.0,351.796672259076
477.0,421.650916154514
491.0,362.24252958607815
470.0,579.4323565613711
847.0,677.9902687045217
559.0,428.79556607394545
334.0,324.12805031490086
346.0,310.1540161192154
529.0,760.1969453527494
1261.0,962.5766687725102
254.0,270.97809763818117
308.0,324.4326292914168
290.0,331.81960319974064
340.0,325.39512565177154
492.0,387.8261938570673
343.0,330.8767802847543
604.0,747.659434772459
1028.0,757.6236165872511
755.0,388.43836173873854
489.0,428.00429974399117
373.0,508.20122310481725
914.0,565.5671826350108
895.0,565.9954325465991
502.0,343.1607372550052
834.0,879.4155865504349
826.0,207.19029330436092
403.0,285.5469307863941
253.0,278.99791168776983
789.0,811.118849720982
904.0,617.0851978858908
467.0,302.4131966259953
296.0,276.30889439359737
307.0,302.4176109018597
350.0,316.7710687285297
318.0,281.2527384792817
338.0,339.5464527764308
276.0,243.98138376498653
286.0,280.8080972014768
461.0,417.4767514479448
824.0,556.9730793651307
754.0,694.157936560491
926.0,456.12714083620324
280.0,293.0438862646412
310.0,337.60273240822596
606.0,575.4668584480407
632.0,415.8744572012606
262.0,264.55449683663016
428.0,477.0540737629666
625.0,399.0631514276597
321.0,358.2656433783659
353.0,386.8221653517618
1017.0,1097.1581911889575
876.0,334.09818247739713
380.0,431.76884313709934
730.0,651.9020716323321
998.0,671.6481396499721
917.0,496.8111655387661
402.0,429.9496698703134
404.0,375.7228807139828
559.0,815.7359467590169
1459.0,959.3396282006755
1222.0,807.2553604896536
869.0,544.3432766534248
471.0,281.5348038941356
353.0,373.21429918985257
679.0,634.403131875917
688.0,732.5555241757158
1044.0,405.7190020657382
537.0,437.9036343955356
420.0,421.9294720666803
534.0,452.75499026310194
472.0,447.66638100612306
493.0,367.54069606528947
566.0,691.9052626423722
1121.0,867.2724733136
944.0,387.0547460442565
395.0,374.0293001166949
406.0,274.4355395684537
649.0,687.3637755504237
428.0,494.52803416113113
392.0,360.50135219463425
274.0,313.8907403124259
354.0,325.17901813713024
419.0,527.7296520773258
1205.0,859.585622638443
778.0,641.4430616640171
730.0,543.2472343254384
608.0,293.80193731592567
1346.0,1040.5390345488634
1015.0,367.7425251484241
255.0,381.8536921054133
518.0,533.73846164994
604.0,552.9360910455132
315.0,399.0821440955458
326.0,359.7321212489196
449.0,478.4191096471103
455.0,489.6286288599782
398.0,317.0551913715791
346.0,381.91151800853515
291.0,262.53467862528123
281.0,422.6499298877069
330.0,349.10942661211755
356.0,389.66211325426866
359.0,327.03674776205605
547.0,551.1494576761391
813.0,387.9938276327921
321.0,286.8452040210806
270.0,301.4518782380703
323.0,369.6693456122117
344.0,402.32395366802996
404.0,448.0546331598691
558.0,566.973839764446
435.0,509.9549013053478
440.0,470.9754362167273
374.0,368.36246643475056
515.0,470.8920244242955
360.0,435.5956000552943
467.0,506.85986926715157
402.0,469.47625151551836
419.0,487.5593946299682
408.0,472.8708730720981
402.0,422.85782241334687
303.0,340.39498916817604
354.0,320.4562794817673
358.0,389.083602312993
324.0,420.57925089455284
360.0,419.1836373290829
348.0,395.38851229659736
333.0,367.86065765520937
321.0,324.3863082928252
338.0,329.25077856819803
369.0,369.22716325835313
397.0,410.98387294448196
414.0,425.39647655873944
363.0,374.670438573639
371.0,403.94506328035345
565.0,501.64679279028576
348.0,368.5875265586644
184.0,352.1838409973725
328.0,354.5989757912854
440.0,482.41176385079814
411.0,400.99465733052614
469.0,496.92879648148687
436.0,485.0555556340032
517.0,516.5580602429684
640.0,657.095265504704
465.0,484.564894621097
486.0,502.8384168367105
446.0,450.69616212181904
426.0,439.3989738529257
534.0,607.3163930080125
610.0,564.6323379207735
491.0,563.3178960093629
451.0,447.8690777357432
509.0,539.6291239478304
491.0,553.6819014321869
524.0,616.0359653720774
575.0,612.9955389336143
490.0,546.9960748270232
503.0,610.2782307967642
469.0,487.3652995256731
455.0,605.0996285951544
488.0,606.7532475488566
513.0,553.8973314755837
466.0,515.6347863000781
429.0,512.3369023914
459.0,554.1477310323261
385.0,430.22236833033696
309.0,333.72592833235285
587.0,418.73154263107904
482.0,477.4113709650053
502.0,577.0247135216874
469.0,532.3140735154678
413.0,478.0702208512372
478.0,536.9301783300459
515.0,538.0014009280136
461.0,503.47297776771086
957.0,794.2049511959526
685.0,663.6563609029711
492.0,538.0645810170431
464.0,414.601624046521
477.0,463.13272129121196
564.0,580.9948645319463
545.0,601.5343170522873
530.0,547.251963416226
448.0,444.95053121473904
440.0,428.07960056266745
452.0,492.5222539286109
573.0,586.5841445677702
467.0,454.93634498954157
492.0,507.11499371320406
471.0,490.3621351099662
505.0,493.2603053483558
473.0,467.4590137682459
539.0,554.6442726108068
627.0,511.17723679564165
466.0,451.336891034675
465.0,413.1798502214016
462.0,428.67265369694496
523.0,446.5470875994466
385.0,357.18212816126356
360.0,368.94510024854117
532.0,553.8111764864208
651.0,662.4149846592426
434.0,434.1914651631896
517.0,568.4756955303325
563.0,537.4216985368814
464.0,475.06651464623565
420.0,399.7409233775461
419.0,405.94737344592727
447.0,470.67547661179447
401.0,342.02360548418983
446.0,403.118455422765
432.0,434.08051321005325
454.0,418.4988548458391
408.0,343.6535210852942
381.0,394.84321940527445
468.0,415.84183475242503
629.0,623.7274806583408
793.0,600.1382366920311
495.0,414.2339476453765
528.0,620.3125858182955
570.0,437.21649299146486
708.0,585.6625982732074
314.0,282.48318905485735
386.0,395.0330853493707
356.0,363.18118557679713
398.0,461.6569515941711
476.0,451.9263683898413
572.0,486.4072685631303
427.0,406.68033599010084
466.0,372.1305446337593
438.0,448.9518219164056
432.0,343.975822560383
322.0,302.3920621463691
266.0,369.7800110390467
430.0,489.11318123160254
528.0,435.6151807650608
512.0,516.0218836442377
614.0,846.1737183770219
954.0,922.5042545911969
1217.0,752.10142359782
659.0,837.3980330585962
1389.0,1274.5705629666338
1195.0,1026.8538913909233
615.0,709.1628017558937
904.0,1171.8316436462733
1595.0,1706.9891874421012
919.0,1013.7937258311056
1190.0,916.9314474250292
956.0,803.7940020760184
1124.0,748.6037396168216
318.0,387.1523135815835
228.0,365.1421132339476
225.0,320.8813483227941
258.0,344.7358129931781
249.0,318.16880508743964
270.0,333.84773836986085
334.0,412.90279251269067
273.0,271.9088713700832
199.0,335.9167979530472
212.0,336.5798500769115
200.0,284.3861423607758
305.0,390.8931352845276
502.0,504.7670430997531
362.0,381.98426740009313
275.0,350.50515306687294
351.0,492.56850805381805
636.0,624.7813356203873
346.0,523.0750092456218
561.0,670.4249145361249
358.0,477.8311271153434
316.0,482.65410628954794
358.0,452.5442654803827
282.0,424.58549998355693
289.0,455.0641646704464
733.0,832.8628479703009
638.0,472.81222575659115
415.0,517.8561906522731
411.0,364.4596318855272
433.0,619.057381985207
632.0,591.3029487819064
883.0,747.7951124455757
884.0,704.7803579619267
552.0,651.4459811549926
662.0,469.794578789644
356.0,474.4701266537812
477.0,467.74395632346466
443.0,452.3738536276793
378.0,491.6393265710433
441.0,450.8061567604901
411.0,384.7372874005184
236.0,361.8751924432278
212.0,356.38751322310816
199.0,341.5734170670139
248.0,295.0897967168157
192.0,258.47821188028513
134.0,260.92921362059843
140.0,284.47273741055903
197.0,287.80496936421946
344.0,328.6322657112338
276.0,313.4233566550263
293.0,339.1771550518156
329.0,332.7999479761835
458.0,498.6051026075097
538.0,467.5230000186949
520.0,323.84814599442484
242.0,196.04285605843123
157.0,189.39487298502715
177.0,140.25581275125347
145.0,167.74859868209072
237.0,191.83907606502078
231.0,251.1606118847896
391.0,502.36057244982146
712.0,516.4711479563603
206.0,302.37285647182455
170.0,180.77191535814987
113.0,171.47966177788072
113.0,182.27656928620738
166.0,201.53462535554013
216.0,218.62487056882023
381.0,332.7101266351319
288.0,287.78305742192504
398.0,495.5526283833739
